,Acceloremeter X,Acceloremeter Y,Acceloremeter Z,Datetime,Datetime_unix,Gyroscope X,Gyroscope Y,Gyroscope Z,Heading,Mag X,Mag Y,Mag Z,Pitch,Roll
69,-0.36236572,9.462006,1.5314636,2017-06-03 16:31:30.465000,1496518290465,-0.007461548,0.0028533936,0.003036499,-99.0371859462,-13.015938,16.015434,-5.582428,11.7229875939,76.710397777
70,-0.34378052,9.383163,1.5556488,2017-06-03 16:31:30.516000,1496518290516,0.0010681152,0.016693115,0.0041046143,-100.022992669,-13.015938,15.666199,-5.6690216,11.5284238153,76.6437634957
71,-0.33102417,9.398148,1.5639801,2017-06-03 16:31:30.568000,1496518290568,0.01171875,-0.015258789,0.0051574707,-101.022953011,-13.100815,15.928078,-5.582428,11.3114436703,76.5793205011
72,-0.36294556,9.470749,1.5025024,2017-06-03 16:31:30.621000,1496518290621,0.0032043457,-0.003540039,-0.0012207031,-101.918675691,-13.100815,16.015434,-6.0159683,11.1101715576,76.6169354391
73,-0.36294556,9.366241,1.6254272,2017-06-03 16:31:30.672000,1496518290672,0.024505615,-0.011001587,-0.0033569336,-102.868986417,-13.100815,16.015434,-6.0159683,10.9018889273,76.5374713772
74,-0.29666138,9.470825,1.4642639,2017-06-03 16:31:30.724000,1496518290724,0.0063934326,-0.007797241,-0.004425049,-103.859403421,-13.100815,16.10279,-6.4495087,10.584375634,76.6617120215
75,-0.24801636,9.423706,1.5197906,2017-06-03 16:31:30.776000,1496518290776,0.010650635,0.008178711,-0.0076141357,-104.598860103,-13.270569,15.840721,-6.27594,10.3664317454,76.6699668737
76,-0.3143158,9.442856,1.4814758,2017-06-03 16:31:30.828000,1496518290828,-0.007461548,0.010314941,0.0051574707,-105.67966637,-13.440514,16.015434,-6.4495087,10.1118103012,76.7273159867
77,-0.40124512,9.441345,1.5298004,2017-06-03 16:31:30.885000,1496518290885,0.012786865,0.016693115,0.0019683838,-106.476379551,-13.440704,15.928078,-6.2761307,9.99885205508,76.7193444996
78,-0.3282013,9.411667,1.5703583,2017-06-03 16:31:30.937000,1496518290937,0.012786865,-0.013122559,0.0019683838,-107.284653534,-12.845993,16.015244,-6.2761307,9.76644377248,76.724356944
79,-0.32539368,9.404541,1.5312958,2017-06-03 16:31:30.989000,1496518290989,0.0053253174,-0.009933472,-0.005493164,-108.159579023,-12.505913,15.840721,-6.2761307,9.49208020127,76.7871112799
80,-0.30548096,9.50032,1.4362793,2017-06-03 16:31:31.041000,1496518291041,0.008529663,0.008178711,-0.005493164,-108.864653935,-12.760735,15.40432,-5.928993,9.32660956347,76.8574064144
81,-0.2881317,9.405426,1.4928589,2017-06-03 16:31:31.092000,1496518291092,0.007461548,0.0071105957,0.006225586,-109.691166678,-12.930489,15.579033,-6.27594,9.10703965087,76.894451157
82,-0.29005432,9.435425,1.4400024,2017-06-03 16:31:31.144000,1496518291144,0.0053253174,0.026290894,-0.0022888184,-110.489086918,-13.185501,15.753555,-6.27594,8.91369851173,76.9626859861
83,-0.38838196,9.474716,1.4617157,2017-06-03 16:31:31.196000,1496518291196,-0.0063934326,0.01776123,0.00090026855,-111.196778285,-13.185501,16.36467,-6.5361023,8.77337038617,77.0436212282
84,-0.33457947,9.462006,1.4646454,2017-06-03 16:31:31.247000,1496518291247,-0.003189087,0.008178711,0.008361816,-111.921856746,-13.100624,16.190147,-6.3627243,8.5970917932,77.1071229573
85,-0.37013245,9.423706,1.5128937,2017-06-03 16:31:31.299000,1496518291299,-0.0063934326,-0.0067443848,0.0019683838,-112.751025669,-13.100624,15.666389,-6.0157776,8.47784771927,77.0854057762
86,-0.32463074,9.462006,1.4270172,2017-06-03 16:31:31.350000,1496518291350,-0.003189087,0.0071105957,-0.0076141357,-113.478788687,-12.930679,15.229797,-5.929184,8.33853152061,77.1375511477
87,-0.2551422,9.397415,1.5752563,2017-06-03 16:31:31.402000,1496518291402,-0.019165039,0.024154663,0.00090026855,-114.30070526,-13.185692,15.666389,-5.5822372,8.14788193939,77.0344781573
88,-0.3864441,9.404541,1.5233765,2017-06-03 16:31:31.453000,1496518291453,0.009597778,0.009246826,-0.004425049,-115.489843874,-12.845802,16.190147,-5.8423996,7.92938806752,77.075729452
89,-0.3407898,9.50032,1.5113983,2017-06-03 16:31:31.504000,1496518291504,0.0032043457,0.003921509,-0.0033569336,-115.628396159,-12.760925,16.277313,-6.0157776,7.88916861059,77.091030526
90,-0.30189514,9.386581,1.5320435,2017-06-03 16:31:31.556000,1496518291556,0.0032043457,-0.024841309,-0.0012207031,-117.217996413,-12.93087,16.015434,-6.0157776,7.43462744829,77.1416554094
91,-0.32060242,9.434769,1.5511932,2017-06-03 16:31:31.607000,1496518291607,0.010650635,-0.018447876,0.0019683838,-117.231718218,-13.100815,15.578651,-6.1893463,7.43167062943,77.1417907148
92,-0.3259735,9.482483,1.4567719,2017-06-03 16:31:31.658000,1496518291658,0.008529663,-0.022720337,0.0051574707,-117.60577456,-13.270569,15.404129,-6.362915,7.35622482583,77.1866214134
93,-0.27386475,9.370392,1.600357,2017-06-03 16:31:31.710000,1496518291710,-0.0063934326,0.034805298,-0.0065612793,-118.992127719,-13.185501,15.666008,-6.4495087,6.95431699842,77.1338146141
94,-0.34378052,9.436111,1.4678497,2017-06-03 16:31:31.761000,1496518291761,0.0053253174,-0.0046081543,0.003036499,-118.992127719,-13.355446,15.753365,-6.1893463,6.95431699842,77.1338146141
95,-0.34378052,9.412613,1.5239716,2017-06-03 16:31:31.812000,1496518291812,-0.0010681152,0.020965576,-0.00016784668,-119.548177485,-13.355446,16.10279,-6.0159683,6.87017377845,77.1602741239
96,-0.3123169,9.366241,1.5320435,2017-06-03 16:31:31.863000,1496518291863,0.020248413,-3.5095215E-4,-0.0065612793,-120.729994419,-13.440514,15.840721,-5.8425903,6.68545132897,77.1583818459
97,-0.36294556,9.442856,1.5511932,2017-06-03 16:31:31.915000,1496518291915,0.010650635,0.0060424805,-0.00016784668,-120.889517008,-13.525391,15.840721,-5.6692123,6.67086168857,77.1561400849
98,-0.29859924,9.423706,1.5266724,2017-06-03 16:31:31.966000,1496518291966,0.01171875,0.0060424805,-0.009750366,-122.555142852,-13.440514,15.491486,-5.755806,6.38610450602,77.1928109874
99,-0.30145264,9.457962,1.4514008,2017-06-03 16:31:32.018000,1496518292018,0.022369385,0.010314941,-0.0022888184,-122.648397065,-13.355446,15.840912,-5.6692123,6.36662144228,77.2090777041
100,-0.28364563,9.51947,1.4732361,2017-06-03 16:31:32.070000,1496518292070,-0.0010681152,0.009246826,0.0019683838,-122.801176782,-13.185501,15.840912,-5.929184,6.32214054883,77.2423473577
101,-0.35487366,9.442856,1.4171295,2017-06-03 16:31:32.122000,1496518292122,0.0021362305,-0.009933472,0.0019683838,-123.857108916,-13.270569,15.928268,-5.929184,6.13620612636,77.5282145403
102,-0.21107483,9.368927,1.4554291,2017-06-03 16:31:32.174000,1496518292174,-0.0010681152,0.028411865,0.012619019,-123.857108916,-13.100624,15.753555,-6.0157776,6.13620612636,77.5282145403
103,-0.40260315,9.460648,1.4554291,2017-06-03 16:31:32.225000,1496518292225,0.018112183,0.014572144,-0.0012207031,-125.224870782,-13.100815,15.491486,-6.102562,5.95964513884,77.8064182648
104,-0.35879517,9.393707,1.4254456,2017-06-03 16:31:32.277000,1496518292277,-0.0010681152,7.171631E-4,0.00090026855,-125.224870782,-13.185692,15.666008,-6.27594,5.95964513884,77.8064182648
105,-0.40124512,9.404541,1.4732361,2017-06-03 16:31:32.329000,1496518292329,0.014923096,-0.025909424,-0.005493164,-125.357552415,-13.185692,16.015434,-6.2761307,5.93346468171,77.830961862
106,-0.30548096,9.50032,1.4662018,2017-06-03 16:31:32.381000,1496518292381,-0.004257202,-0.0056762695,-0.0012207031,-126.423654947,-12.930679,16.10279,-6.102562,5.5198263546,78.0909691564
107,-0.3027954,9.405884,1.4732361,2017-06-03 16:31:32.432000,1496518292432,0.0063934326,0.0071105957,-0.0012207031,-126.423654947,-12.675858,15.666389,-5.6690216,5.5198263546,78.0909691564
108,-0.34378052,9.491989,1.4212952,2017-06-03 16:31:32.484000,1496518292484,-0.02130127,0.016693115,0.0019683838,-126.675901513,-12.675858,15.491676,-6.102562,5.45642427961,78.1583125163
109,-0.3451233,9.430527,1.5128937,2017-06-03 16:31:32.536000,1496518292536,-0.024505615,0.032684326,0.0041046143,-127.188045242,-12.760735,15.491676,-6.4495087,5.31045736432,78.2221129654
110,-0.33421326,9.3949585,1.4650116,2017-06-03 16:31:32.587000,1496518292587,-0.0095825195,-0.014190674,0.0051574707,-127.5920453,-12.930489,15.40432,-6.4495087,5.20824072717,78.2889293096
111,-0.32463074,9.430588,1.5128937,2017-06-03 16:31:32.639000,1496518292639,0.0010681152,-0.011001587,0.00090026855,-128.706984831,-12.930489,15.578842,-6.3627243,4.91713965174,78.3786075466
112,-0.37252808,9.404541,1.4937439,2017-06-03 16:31:32.691000,1496518292691,0.012786865,-0.03337097,0.012619019,-128.706984831,-13.355446,15.491676,-6.362915,4.91713965174,78.3786075466
113,-0.32463074,9.39212,1.5444641,2017-06-03 16:31:32.745000,1496518292745,0.004257202,-0.01739502,-0.0022888184,-128.846545518,-13.355446,15.753555,-6.536293,4.88776715322,78.3784376782
114,-0.30548096,9.481155,1.5033264,2017-06-03 16:31:32.797000,1496518292797,0.0032043457,0.014572144,-0.005493164,-130.178355318,-13.355446,15.579033,-6.536293,4.56812907261,78.5119041726
115,-0.38209534,9.430588,1.5197906,2017-06-03 16:31:32.855000,1496518292855,0.0032043457,-0.008865356,-0.004425049,-130.178355318,-13.185501,15.666199,-6.4495087,4.56812907261,78.5119041726
116,-0.2947235,9.476959,1.489563,2017-06-03 16:31:32.906000,1496518292906,0.0138549805,0.020965576,-0.0065612793,-130.178355318,-13.355637,15.928078,-6.362915,4.56812907261,78.5119041726
117,-0.31774902,9.411423,1.4554291,2017-06-03 16:31:32.956000,1496518292956,-0.003189087,-0.0046081543,-0.0022888184,-130.482849044,-13.355827,16.015434,-6.6230774,4.49380126062,78.5851410312
118,-0.32478333,9.414047,1.4650879,2017-06-03 16:31:33.008000,1496518293008,0.009597778,-0.0046081543,-0.0012207031,-131.260010299,-12.845993,16.015434,-6.8832397,4.17608117706,78.9186045245
119,-0.27960205,9.4878845,1.4554291,2017-06-03 16:31:33.061000,1496518293061,0.017044067,0.003921509,0.00090026855,-131.265010081,-12.590981,16.015434,-7.0566177,4.17302333224,78.9212805878
120,-0.35343933,9.423706,1.4839478,2017-06-03 16:31:33.114000,1496518293114,-0.008514404,-3.5095215E-4,0.0019683838,-131.392825226,-12.93087,15.491676,-6.2761307,4.1665067994,78.9254723088
121,-0.28767395,9.481155,1.4937439,2017-06-03 16:31:33.166000,1496518293166,0.0021362305,-0.0046081543,0.003036499,-132.647114558,-12.93087,15.579033,-5.8423996,4.00669831864,78.8686257916
122,-0.32313538,9.463501,1.4569397,2017-06-03 16:31:33.217000,1496518293217,-0.004257202,0.0071105957,-0.0022888184,-132.647114558,-13.355637,15.229988,-5.929184,4.00669831864,78.8686257916
123,-0.34378052,9.44165,1.4949493,2017-06-03 16:31:33.269000,1496518293269,-0.0010681152,7.171631E-4,0.007293701,-132.653914339,-12.845802,15.753746,-6.016159,4.00606341344,78.8692943015
124,-0.30937195,9.427582,1.4784851,2017-06-03 16:31:33.321000,1496518293321,-0.007461548,-0.023788452,0.0019683838,-132.888565691,-12.760735,15.317154,-6.189728,3.9590463702,78.9078582588
125,-0.30548096,9.422516,1.4769592,2017-06-03 16:31:33.372000,1496518293372,0.0063934326,0.008178711,-0.005493164,-133.743516527,-12.675858,15.753555,-6.01635,3.77449233983,79.0598298047
126,-0.34706116,9.444489,1.4953918,2017-06-03 16:31:33.424000,1496518293424,0.0010681152,0.0028533936,0.0019683838,-133.743516527,-12.760735,15.928078,-6.189537,3.77449233983,79.0598298047
127,-0.31851196,9.419357,1.4980927,2017-06-03 16:31:33.475000,1496518293475,-0.0053253174,0.0060424805,-0.0012207031,-133.847651677,-12.845612,15.753365,-6.2761307,3.75404470034,79.0743560797
128,-0.3700714,9.45488,1.4937439,2017-06-03 16:31:33.530000,1496518293530,-0.0095825195,-0.009933472,-0.00016784668,-134.809560039,-12.675667,15.753365,-5.8425903,3.76509630488,79.1471896237
129,-0.32029724,9.419357,1.440628,2017-06-03 16:31:33.581000,1496518293581,0.008529663,-0.0067443848,-0.005493164,-134.809560039,-12.760735,15.316963,-6.016159,3.76509630488,79.1471896237
130,-0.36294556,9.4986725,1.509613,2017-06-03 16:31:33.633000,1496518293633,-0.003189087,0.003921509,-0.00016784668,-134.809560039,-13.015556,15.40432,-6.363106,3.76509630488,79.1471896237
131,-0.34809875,9.438538,1.4597473,2017-06-03 16:31:33.685000,1496518293685,-0.0021209717,-0.011001587,-0.0076141357,-134.993917757,-13.355446,15.055084,-6.536484,3.74227466516,79.1841843356
132,-0.27435303,9.385391,1.4674072,2017-06-03 16:31:33.737000,1496518293737,0.012786865,-0.003540039,0.003036499,-135.755670988,-13.270569,15.578842,-6.536484,3.43782537546,79.3615040331
