,Acceloremeter X,Acceloremeter Y,Acceloremeter Z,Datetime,Datetime_unix,Gyroscope X,Gyroscope Y,Gyroscope Z,Heading,Mag X,Mag Y,Mag Z,Pitch,Roll
14,-1.7109833,8.784348,3.5623322,2017-06-03 16:10:00.746000,1496517000746,0.0028686523,0.002532959,0.00390625,-25.0018541646,-12.103462,15.736771,-4.0172577,20.7527425654,56.6338458252
15,-1.7264557,8.810791,3.5084686,2017-06-03 16:10:00.798000,1496517000798,0.009262085,-0.004928589,0.0028381348,-25.4542738467,-12.1032715,15.824127,-3.9302826,21.4421415377,57.8529367066
16,-1.7236023,8.810043,3.5615997,2017-06-03 16:10:00.850000,1496517000850,7.324219E-4,-0.001739502,-0.0067596436,-26.7748910487,-11.848068,15.99884,-4.363823,23.2306327656,61.1673768187
17,-1.7543335,8.791626,3.5555115,2017-06-03 16:10:00.901000,1496517000901,-0.0013885498,-0.010253906,-0.00036621094,-26.9059730891,-12.272835,15.824127,-4.2770386,23.3776195057,61.4448257318
18,-1.7286987,8.810791,3.5506592,2017-06-03 16:10:00.958000,1496517000958,0.0028686523,-0.001739502,0.0049591064,-28.6986659604,-12.527847,15.911484,-4.5373917,25.354139074,65.1302719856
19,-1.7036896,8.802399,3.5240173,2017-06-03 16:10:01.010000,1496517001010,0.0039367676,3.9672852E-4,-0.0014190674,-28.7149669033,-12.78286,16.173363,-4.2772293,25.3643232966,65.1560900674
20,-1.7283936,8.783539,3.543167,2017-06-03 16:10:01.062000,1496517001062,0.0039367676,0.008926392,-0.0024871826,-29.0929636048,-12.612915,16.609955,-4.3640137,25.5880167932,65.7706549538
21,-1.717514,8.808105,3.5596619,2017-06-03 16:10:01.113000,1496517001113,0.004989624,0.007858276,0.008163452,-30.8179226529,-12.2730255,16.348076,-4.190445,26.4475089978,68.4103806675
22,-1.7554779,8.822159,3.5162506,2017-06-03 16:10:01.165000,1496517001165,0.0039367676,0.006790161,-0.004623413,-30.8179226529,-12.357903,16.26072,-4.017067,26.4475089978,68.4103806675
23,-1.7197113,8.8267975,3.517746,2017-06-03 16:10:01.216000,1496517001216,0.0060577393,-0.008132935,-0.0014190674,-33.3437613602,-12.357903,16.26072,-3.8434982,26.8608134783,70.8371559551
24,-1.7228546,8.810791,3.5240173,2017-06-03 16:10:01.273000,1496517001273,0.0060577393,0.009979248,-0.0099487305,-33.3437613602,-12.273216,16.522408,-3.9302826,26.8608134783,70.8371559551
25,-1.7192383,8.795242,3.49115,2017-06-03 16:10:01.324000,1496517001324,0.0071258545,-0.0070648193,0.008163452,-33.5262846856,-11.933517,16.609764,-3.9302826,26.8217418744,70.907721249
26,-1.7210846,8.809891,3.5231323,2017-06-03 16:10:01.376000,1496517001376,0.015655518,0.005722046,0.0007019043,-35.3820868698,-12.103462,16.522598,-4.1038513,26.5647019108,71.4903698039
27,-1.7345276,8.845337,3.4894714,2017-06-03 16:10:01.427000,1496517001427,0.011383057,-6.713867E-4,0.00390625,-35.9473254864,-12.188339,16.086197,-4.27742,26.5448030744,71.5754176813
28,-1.7216797,8.810791,3.5396118,2017-06-03 16:10:01.479000,1496517001479,0.0060577393,-0.001739502,0.007095337,-40.4940681045,-12.273407,15.824318,-4.2772293,26.5284259272,71.7565190105
29,-1.6845398,8.829941,3.4896088,2017-06-03 16:10:01.533000,1496517001533,0.014587402,-0.005996704,0.0028381348,-40.5239471107,-12.188339,15.911293,-4.1906357,26.5239063113,71.7547424698
30,-1.6830444,8.849091,3.4680634,2017-06-03 16:10:01.585000,1496517001585,0.0071258545,0.0014648438,0.008163452,-40.5239471107,-12.443161,16.085815,-4.1038513,26.5239063113,71.7547424698
31,-1.6950226,8.829941,3.5048676,2017-06-03 16:10:01.636000,1496517001636,0.004989624,-0.008132935,0.0028381348,-41.7710936235,-12.697983,15.823936,-3.7570953,26.4092430641,71.5847620134
32,-1.7036896,8.836365,3.504715,2017-06-03 16:10:01.688000,1496517001688,-0.0013885498,0.005722046,0.007095337,-45.646270185,-12.528038,15.911484,-3.496933,25.8448801371,71.0424676177
33,-1.6552277,8.820953,3.4563904,2017-06-03 16:10:01.739000,1496517001739,0.004989624,0.006790161,0.010299683,-45.6757702219,-12.613106,15.737152,-3.4101486,25.8420268654,71.0384106419
34,-1.7036896,8.803207,3.4857178,2017-06-03 16:10:01.791000,1496517001791,7.324219E-4,0.006790161,0.009231567,-46.0665152825,-12.273216,16.26091,-3.5835266,25.7775526368,70.9933533258
35,-1.7142487,8.812714,3.4598846,2017-06-03 16:10:01.843000,1496517001843,0.004989624,0.0014648438,0.0007019043,-50.514980763,-12.443161,16.173553,-3.8434982,25.3494895786,70.607234347
36,-1.7171783,8.862549,3.4339447,2017-06-03 16:10:01.894000,1496517001894,0.012451172,-6.713867E-4,0.0007019043,-50.514980763,-12.273216,16.173553,-3.7569046,25.3494895786,70.607234347
37,-1.7146301,8.821701,3.4884186,2017-06-03 16:10:01.946000,1496517001946,-3.3569336E-4,-0.0070648193,-0.0035552979,-50.6021159268,-12.443352,16.173553,-3.9302826,25.3411768472,70.5942358257
38,-1.7228546,8.797012,3.4994965,2017-06-03 16:10:01.998000,1496517001998,0.0071258545,-0.01878357,-0.00036621094,-51.5818913772,-12.018585,16.26072,-3.6701202,25.1672719712,70.4450370327
39,-1.6898499,8.86824,3.483078,2017-06-03 16:10:02.050000,1496517002050,-3.3569336E-4,-0.008132935,0.0007019043,-55.2528209509,-12.103653,16.086006,-3.8434982,24.598976922,70.0322701829
40,-1.7420044,8.810791,3.5053253,2017-06-03 16:10:02.101000,1496517002101,-0.0077819824,-0.0027923584,0.0017700195,-55.2821378824,-12.273407,15.736771,-3.8434982,24.5985846167,70.0267037017
41,-1.7162781,8.842499,3.4731445,2017-06-03 16:10:02.153000,1496517002153,-0.008850098,0.0121154785,-0.0024871826,-55.4906680573,-12.6981735,15.5620575,-3.5835266,24.603640262,69.9848858902
42,-1.7030945,8.831131,3.4653625,2017-06-03 16:10:02.205000,1496517002205,-0.0013885498,0.006790161,0.008163452,-60.357981565,-12.867928,15.649414,-3.5835266,24.6716709127,68.9976444976
43,-1.7228546,8.849091,3.5168457,2017-06-03 16:10:02.258000,1496517002258,-0.0131073,0.007858276,0.0028381348,-60.357981565,-12.783051,15.73658,-3.323555,24.6716709127,68.9976444976
44,-1.7601166,8.809738,3.4676056,2017-06-03 16:10:02.310000,1496517002310,7.324219E-4,0.0035858154,0.008163452,-60.357981565,-12.613106,15.73658,-3.4101486,24.6716709127,68.9976444976
45,-1.7611542,8.829941,3.477707,2017-06-03 16:10:02.362000,1496517002362,-3.3569336E-4,-0.012390137,-0.0056915283,-61.1839232922,-12.952805,16.435051,-3.5837173,24.5634962786,68.8936021547
46,-1.7665405,8.810791,3.4979858,2017-06-03 16:10:02.413000,1496517002413,-0.0077819824,-6.713867E-4,-0.0014190674,-65.1231874489,-13.292503,16.260529,-3.7570953,24.3201001189,68.2475187371
47,-1.7130585,8.839279,3.4763641,2017-06-03 16:10:02.465000,1496517002465,0.0018005371,-0.010253906,-0.004623413,-65.1494164467,-13.037682,15.99884,-3.843689,24.315993387,68.2448089851
48,-1.7228546,8.841812,3.4546814,2017-06-03 16:10:02.516000,1496517002516,-0.006729126,0.015304565,-0.0014190674,-65.1745894366,-12.697983,15.911293,-3.843689,24.3113695429,68.243107694
49,-1.66539,8.801804,3.5048676,2017-06-03 16:10:02.568000,1496517002568,-0.010986328,0.006790161,-0.0014190674,-69.274036642,-12.528038,16.347885,-4.0172577,23.1039693223,67.9361018626
50,-1.7551727,8.816772,3.4929047,2017-06-03 16:10:02.620000,1496517002620,-0.0077819824,0.008926392,0.0017700195,-69.3234944877,-12.697792,16.347885,-3.8440704,23.099254565,67.9300329363
51,-1.7207642,8.832031,3.5048676,2017-06-03 16:10:02.671000,1496517002671,-3.3569336E-4,0.002532959,-0.0056915283,-69.3234944877,-12.527847,16.173363,-3.583908,23.099254565,67.9300329363
52,-1.7228546,8.818558,3.4530945,2017-06-03 16:10:02.724000,1496517002724,-0.012054443,-0.01878357,0.0017700195,-69.8788844689,-12.697792,15.649605,-3.4971237,23.0675770263,67.8561243578
53,-1.700882,8.810791,3.5403595,2017-06-03 16:10:02.776000,1496517002776,-0.009918213,-0.010253906,-0.0024871826,-73.7759944859,-12.697792,15.474892,-3.4971237,22.7807025463,67.0772350925
54,-1.7036896,8.844025,3.4524689,2017-06-03 16:10:02.827000,1496517002827,-0.010986328,-0.0038604736,0.0017700195,-73.7981855247,-12.44278,15.911484,-3.5837173,22.776023305,67.0767757178
55,-1.7036896,8.807785,3.5108643,2017-06-03 16:10:02.879000,1496517002879,-0.009918213,0.0121154785,-0.0024871826,-73.8202138572,-12.187958,16.085815,-3.5837173,22.7702135995,67.0755459712
56,-1.7224121,8.8112335,3.5235748,2017-06-03 16:10:02.930000,1496517002930,-0.0045928955,3.9672852E-4,0.0028381348,-77.4017743458,-12.018013,16.173172,-3.670311,21.745467306,66.9438700247
57,-1.7102814,8.810791,3.4731445,2017-06-03 16:10:02.982000,1496517002982,-0.009918213,-0.010253906,-0.0035552979,-77.4240955219,-11.933136,15.387535,-3.670311,21.7424826477,66.9422374726
58,-1.7052002,8.790863,3.5615845,2017-06-03 16:10:03.034000,1496517003034,0.0018005371,-0.012390137,-0.012084961,-77.4493503244,-12.357903,15.125847,-3.7569046,21.7409366475,66.9377148423
